transaction_id,user_id,account_age_days,total_orders,avg_order_value,past_fraud_flag,device_type,os,ip_region,billing_address_region,delivery_address_region,billing_delivery_match,restaurant_region,delivery_distance_km,order_value,payment_method,card_type,payment_retries,promo_code_used,refund_requests,order_timestamp,order_hour,order_day_of_week,orders_last_24h,high_value_flag,ip_shared_flag,chargeback_flag,fraudulent
TXN_334145343653,USR_64920,13,4986,5.36,0,tablet,MacOS,Abuja,Ibadan,Kano,0,Lagos Island,2.01,5.48,paypal,Verve,5,1,4,2025-02-16 18:23:40,23,Saturday,0,0,1,1,0
TXN_860946847962,USR_4123,13,2267,5.36,0,mobile,Windows,Port Harcourt,Ibadan,Kano,0,Abuja Central,2.01,363.38,credit_card,Visa,4,0,0,2025-03-25 07:38:23,0,Friday,10,1,0,1,0
TXN_915723438544,USR_71010,103,3122,99.65,0,tablet,Windows,Lagos,Kano,Kano,0,Lagos Mainland,7.51,137.58,bank_transfer,Amex,4,1,10,2025-01-16 22:57:01,20,Saturday,3,1,0,1,0
TXN_316449418843,USR_10335,718,4986,5.36,1,tablet,Linux,Port Harcourt,Abuja,Port Harcourt,0,Abuja Central,71.47,491.52,paypal,Mastercard,3,1,6,2025-02-22 21:41:21,23,Thursday,5,1,1,0,0
TXN_531788049882,USR_29912,123,536,5.36,1,mobile,Linux,Ibadan,Port Harcourt,Abuja,1,Kano North,81.08,491.52,paypal,Verve,2,0,0,2025-04-24 17:32:18,13,Wednesday,8,0,1,0,1
TXN_903941129570,USR_4123,1510,4986,62.4,1,tablet,MacOS,Kano,Abuja,Lagos,1,Abuja Central,51.65,5.48,paypal,Verve,0,0,5,2025-01-05 19:40:03,12,Saturday,4,0,1,1,0
TXN_280893585681,USR_14808,13,4986,5.36,1,desktop,Android,Port Harcourt,Lagos,Ibadan,0,Kano North,18.48,5.48,bank_transfer,Verve,5,0,3,2025-07-31 17:34:33,17,Wednesday,10,1,1,1,0
TXN_860946847962,USR_56291,674,4986,61.5,1,mobile,MacOS,Kano,Port Harcourt,Abuja,0,Kano North,45.31,491.52,debit_card,Visa,0,1,5,2025-08-01 17:08:40,23,Thursday,7,1,1,1,0
TXN_93000227262,USR_55419,13,3431,85.67,0,tablet,Linux,Port Harcourt,Abuja,Lagos,0,Lagos Island,65.95,491.52,paypal,,0,1,10,2025-01-16 22:57:01,23,Sunday,10,1,0,0,1
TXN_841279820778,USR_29132,743,2530,5.36,0,tablet,Linux,Abuja,Abuja,Port Harcourt,0,Lagos Mainland,62.06,96.89,wallet,Verve,4,0,3,2025-01-16 22:57:01,13,Thursday,5,1,0,1,0
TXN_903941129570,USR_26172,1099,46,10.81,0,tablet,MacOS,Abuja,Abuja,Port Harcourt,1,Port Harcourt South,2.01,491.52,debit_card,Visa,2,0,7,2025-03-16 19:55:29,7,Thursday,9,1,0,1,0
TXN_528058447265,USR_26249,95,46,91.03,1,mobile,iOS,Abuja,Lagos,Lagos,0,Kano North,84.36,353.4,debit_card,Visa,2,1,3,2025-04-03 05:20:22,16,Thursday,0,1,1,0,0
TXN_754185865877,USR_45092,13,4986,5.36,1,tablet,MacOS,Port Harcourt,Abuja,Port Harcourt,1,Abuja Central,2.01,5.48,debit_card,,0,0,4,2025-01-05 19:40:03,0,Friday,8,1,0,1,1
TXN_423122966995,USR_29132,589,1122,5.36,1,tablet,Linux,Kano,Ibadan,Abuja,0,Lagos Mainland,2.01,395.24,credit_card,Amex,1,0,9,2025-03-22 08:17:27,20,Tuesday,7,1,0,0,1
TXN_903941129570,USR_17708,218,3070,5.36,0,desktop,MacOS,Port Harcourt,Port Harcourt,Lagos,0,Abuja Central,5.28,481.63,wallet,Verve,5,1,8,2025-04-15 01:52:08,5,Saturday,10,0,0,1,0
TXN_280893585681,USR_68627,1262,46,5.36,1,tablet,MacOS,Lagos,Port Harcourt,Ibadan,0,Abuja Central,98.68,121.36,wallet,Mastercard,5,1,0,2025-01-06 15:04:04,23,Thursday,9,1,0,0,0
TXN_918994032496,USR_31369,595,1281,97.88,0,desktop,Windows,Ibadan,Lagos,Ibadan,0,Kano North,26.69,276.57,paypal,Verve,3,1,4,2025-05-26 04:49:43,23,Saturday,0,0,1,0,0
TXN_648315208299,USR_70276,1952,2017,99.65,0,desktop,MacOS,Port Harcourt,Kano,Kano,0,Port Harcourt South,48.27,446.56,paypal,,2,0,10,2025-06-04 14:52:44,12,Sunday,10,1,0,1,0
TXN_936516546392,USR_76764,13,4986,66.8,1,tablet,Android,Kano,Kano,Lagos,0,Lagos Mainland,2.01,5.48,wallet,Visa,0,1,8,2025-05-09 02:39:13,11,Sunday,3,1,0,0,0
TXN_160200742543,USR_90413,13,46,5.36,1,desktop,Windows,Port Harcourt,Lagos,Port Harcourt,0,Port Harcourt South,98.68,76.49,wallet,Amex,4,1,10,2025-06-30 12:18:57,7,Wednesday,9,0,0,1,0
TXN_751097651187,USR_9311,656,2013,99.65,1,desktop,Windows,Port Harcourt,Ibadan,Ibadan,0,Abuja Central,2.01,349.35,debit_card,Amex,2,1,3,2025-05-14 14:09:04,13,Tuesday,10,1,0,1,1
TXN_100813762014,USR_29132,390,4986,5.36,1,tablet,Android,Lagos,Abuja,Kano,0,Lagos Island,83.57,359.45,paypal,Verve,3,0,2,2025-04-24 17:32:18,20,Saturday,10,1,0,0,0
TXN_221198340362,USR_19378,1735,46,99.65,0,desktop,Linux,Port Harcourt,Port Harcourt,Port Harcourt,0,Abuja Central,98.68,57.93,paypal,Visa,5,1,0,2025-08-01 17:08:40,7,Sunday,4,1,0,1,0
TXN_651239722508,USR_50145,1958,4299,41.46,0,tablet,Linux,Port Harcourt,Port Harcourt,Abuja,0,Abuja Central,76.25,26.94,wallet,Mastercard,0,0,0,2025-06-30 12:18:57,7,Wednesday,9,1,0,1,0
TXN_265845507070,USR_21401,518,2075,63.2,1,desktop,MacOS,Kano,Lagos,Kano,0,Lagos Island,40.61,491.04,paypal,Visa,0,1,0,2025-08-03 07:55:50,0,Thursday,9,1,1,1,0
TXN_774872493448,USR_59185,13,4986,65.65,0,tablet,Windows,Abuja,Ibadan,Ibadan,1,Abuja Central,69.71,181.95,debit_card,Verve,0,0,5,2025-04-02 06:03:55,0,Tuesday,10,1,0,1,1
TXN_206771484906,USR_31492,1958,46,99.65,0,mobile,Windows,Port Harcourt,Abuja,Kano,1,Port Harcourt South,76.3,491.52,credit_card,,2,0,7,2025-02-01 17:19:25,15,Thursday,10,0,0,1,0
TXN_743656763890,USR_19378,1002,1064,61.21,1,desktop,Linux,Abuja,Lagos,Lagos,0,Abuja Central,7.1,143.85,debit_card,Verve,5,1,0,2025-08-09 09:48:53,23,Wednesday,9,1,0,1,1
TXN_412574115603,USR_30234,1958,46,99.65,0,desktop,Linux,Ibadan,Abuja,Lagos,0,Kano North,73.6,396.12,wallet,Visa,0,1,5,2025-04-15 01:04:29,23,Friday,8,1,1,1,1
TXN_915723438544,USR_2666,1419,4986,95.04,1,desktop,MacOS,Kano,Port Harcourt,Lagos,0,Lagos Island,89.56,5.48,bank_transfer,Amex,0,0,9,2025-04-15 01:52:08,20,Sunday,9,1,1,0,0
TXN_225623888793,USR_14808,13,3517,22.17,0,desktop,iOS,Abuja,Port Harcourt,Ibadan,0,Abuja Central,81.08,386.9,wallet,Verve,2,1,2,2025-06-20 16:22:21,13,Sunday,10,1,1,1,0
TXN_305354698512,USR_68627,42,1229,5.36,1,tablet,iOS,Abuja,Abuja,Abuja,0,Kano North,8.68,463.97,wallet,Verve,3,0,0,2025-04-15 01:04:29,1,Wednesday,10,1,0,1,0
TXN_889803269035,USR_86981,1958,3623,98.8,0,tablet,Linux,Kano,Abuja,Abuja,0,Lagos Island,2.01,5.48,paypal,Visa,0,0,2,2025-07-07 07:49:38,9,Wednesday,6,0,0,1,0
TXN_319867830148,USR_37243,13,4986,99.65,1,mobile,MacOS,Port Harcourt,Ibadan,Kano,0,Lagos Island,41.61,276.96,wallet,Mastercard,0,0,8,2025-04-15 01:52:08,0,Wednesday,2,1,0,1,0
TXN_953583212010,USR_6191,13,1530,78.07,1,mobile,MacOS,Abuja,Port Harcourt,Lagos,0,Lagos Island,76.12,322.68,paypal,Mastercard,1,0,1,2025-01-10 08:46:39,7,Wednesday,6,1,0,1,0
TXN_206771484906,USR_51038,1795,72,5.36,0,desktop,Linux,Kano,Ibadan,Port Harcourt,0,Lagos Island,43.08,491.52,bank_transfer,Verve,3,0,0,2025-03-06 12:50:41,6,Saturday,10,0,0,0,0
TXN_903941129570,USR_31460,994,4986,99.65,1,mobile,iOS,Ibadan,Abuja,Lagos,0,Abuja Central,98.68,67.16,wallet,Verve,3,1,10,2025-01-16 05:22:31,18,Tuesday,0,1,1,1,0
TXN_456822304350,USR_77878,1651,2577,99.65,0,mobile,MacOS,Kano,Abuja,Port Harcourt,1,Port Harcourt South,2.01,491.52,debit_card,Visa,2,1,10,2025-01-04 15:24:28,23,Friday,10,0,1,1,0
TXN_865332770348,USR_95727,13,4986,96.81,1,desktop,Windows,Ibadan,Ibadan,Lagos,1,Lagos Mainland,71.69,98.24,wallet,Verve,0,0,9,2025-05-10 12:12:14,23,Saturday,0,0,0,1,0
TXN_61768706664,USR_70998,709,2836,38.29,1,tablet,Windows,Ibadan,Ibadan,Kano,0,Lagos Mainland,27.86,491.52,credit_card,,2,0,4,2025-07-07 07:49:38,17,Saturday,10,0,0,1,0
TXN_620925722931,USR_29665,626,4986,5.36,0,tablet,Linux,Port Harcourt,Ibadan,Kano,0,Port Harcourt South,2.01,396.3,credit_card,,1,0,0,2025-02-03 12:26:22,23,Tuesday,7,1,0,1,0
TXN_535114659362,USR_96718,13,1702,31.44,0,tablet,MacOS,Lagos,Kano,Ibadan,0,Abuja Central,70.06,5.48,paypal,Verve,4,0,4,2025-02-26 16:54:18,15,Tuesday,5,1,1,1,0
TXN_726754552810,USR_37977,13,46,38.74,0,tablet,Linux,Abuja,Abuja,Ibadan,0,Port Harcourt South,39.07,217.38,debit_card,Visa,0,1,3,2025-02-10 21:51:07,17,Tuesday,9,0,1,1,0
TXN_670825650447,USR_85472,13,46,99.65,1,tablet,Windows,Kano,Abuja,Lagos,0,Abuja Central,98.68,482.88,wallet,,5,1,0,2025-01-04 15:24:28,23,Wednesday,9,1,1,1,1
TXN_531788049882,USR_9060,13,2901,9.63,1,desktop,MacOS,Lagos,Lagos,Port Harcourt,0,Lagos Island,98.68,5.48,wallet,,3,1,0,2025-05-10 17:58:58,20,Wednesday,10,1,1,1,0
TXN_889803269035,USR_3069,482,3932,5.36,0,mobile,MacOS,Kano,Abuja,Lagos,0,Port Harcourt South,98.68,5.48,wallet,Visa,5,0,10,2025-07-15 20:02:33,13,Monday,10,1,1,1,0
TXN_688697476723,USR_67682,1958,4567,99.65,1,desktop,Linux,Kano,Lagos,Abuja,0,Port Harcourt South,2.01,491.52,wallet,Mastercard,2,1,5,2025-08-01 17:08:40,13,Wednesday,8,1,1,1,0
TXN_334145343653,USR_12056,846,887,59.69,1,mobile,Windows,Lagos,Abuja,Ibadan,0,Lagos Island,2.01,175.17,credit_card,Amex,4,1,6,2025-03-16 19:55:29,23,Wednesday,1,0,0,1,0
TXN_112411444864,USR_360,352,806,26.9,1,tablet,MacOS,Abuja,Abuja,Ibadan,0,Abuja Central,2.01,363.54,credit_card,Visa,5,0,7,2025-01-02 01:00:37,2,Saturday,10,1,0,1,0
TXN_750818562014,USR_70276,1332,3498,84.82,1,mobile,iOS,Port Harcourt,Abuja,Abuja,0,Abuja Central,22.06,355.88,debit_card,Visa,0,0,0,2025-02-27 18:25:40,22,Thursday,1,0,0,1,0
TXN_463593076030,USR_57143,1245,4459,48.4,1,tablet,Linux,Ibadan,Kano,Lagos,1,Lagos Island,6.66,5.48,bank_transfer,Verve,3,0,4,2025-06-05 18:09:53,23,Friday,10,1,0,1,0
TXN_305354698512,USR_3472,13,4986,5.36,1,desktop,Windows,Kano,Abuja,Ibadan,0,Lagos Mainland,98.68,62.46,credit_card,Amex,4,0,8,2025-05-26 04:49:43,0,Sunday,9,1,1,1,0
TXN_813424162880,USR_79004,13,4986,99.65,1,tablet,MacOS,Lagos,Port Harcourt,Kano,0,Abuja Central,2.01,125.02,wallet,Mastercard,0,0,7,2025-01-04 15:24:28,12,Saturday,7,1,1,1,0
TXN_384545448929,USR_45092,13,4192,64.01,1,mobile,MacOS,Kano,Port Harcourt,Ibadan,1,Port Harcourt South,97.9,5.48,paypal,Visa,0,0,4,2025-03-18 07:18:20,17,Saturday,8,1,1,1,0
TXN_972525231891,USR_81276,1585,2685,25.15,0,desktop,MacOS,Port Harcourt,Port Harcourt,Lagos,0,Lagos Mainland,62.28,491.52,wallet,Mastercard,0,0,10,2025-01-05 19:40:03,5,Tuesday,10,1,0,1,0
TXN_355815623016,USR_98423,14,4986,99.65,1,desktop,Linux,Abuja,Abuja,Port Harcourt,1,Lagos Mainland,98.68,491.52,debit_card,,0,0,10,2025-01-10 08:46:39,18,Monday,9,1,0,1,0
TXN_985365679257,USR_79513,1875,3153,48.43,0,desktop,iOS,Kano,Ibadan,Port Harcourt,0,Kano North,2.01,307.73,bank_transfer,Visa,5,1,10,2025-03-28 13:00:59,23,Friday,10,1,0,1,0
TXN_936516546392,USR_10143,761,4986,5.36,1,desktop,Windows,Port Harcourt,Ibadan,Lagos,0,Port Harcourt South,41.49,5.48,bank_transfer,Amex,0,0,1,2025-01-05 19:40:03,0,Wednesday,10,1,0,0,0
TXN_297928247469,USR_30356,1958,606,10.71,0,desktop,Linux,Abuja,Port Harcourt,Lagos,0,Port Harcourt South,2.18,491.52,debit_card,Verve,3,0,0,2025-02-26 16:54:18,0,Saturday,9,1,0,1,0
TXN_620925722931,USR_59649,1516,2640,79.54,0,tablet,MacOS,Kano,Ibadan,Lagos,0,Port Harcourt South,74.71,156.37,debit_card,Visa,5,1,5,2025-07-21 11:02:09,14,Saturday,3,1,0,1,0
TXN_136528129243,USR_65457,666,4986,23.96,1,desktop,Linux,Abuja,Ibadan,Kano,0,Port Harcourt South,2.01,213.39,paypal,Amex,1,0,6,2025-02-03 12:26:22,16,Friday,10,1,1,0,0
TXN_974760586072,USR_21386,805,46,96.07,0,tablet,Android,Lagos,Port Harcourt,Abuja,1,Port Harcourt South,85.71,491.52,paypal,Verve,1,1,10,2025-01-30 04:55:04,23,Wednesday,7,0,0,1,0
TXN_603394749104,USR_10335,13,1793,11.1,0,desktop,MacOS,Abuja,Ibadan,Ibadan,0,Lagos Mainland,8.64,491.52,debit_card,,0,1,4,2025-06-05 18:09:53,14,Friday,9,0,0,1,0
TXN_750818562014,USR_96718,1256,4986,49.99,1,tablet,MacOS,Kano,Port Harcourt,Kano,1,Port Harcourt South,81.98,5.48,wallet,,0,0,2,2025-04-24 17:32:18,23,Saturday,10,0,1,0,0
TXN_160200742543,USR_10143,13,2037,99.65,1,tablet,Linux,Kano,Abuja,Abuja,1,Lagos Island,98.68,121.99,credit_card,Amex,2,0,10,2025-05-14 14:09:04,23,Wednesday,7,0,1,1,0
TXN_437041669129,USR_57143,93,4986,67.45,1,mobile,MacOS,Kano,Lagos,Kano,0,Lagos Mainland,83.65,57.41,wallet,,5,1,5,2025-01-04 15:24:28,23,Saturday,0,1,1,1,0
TXN_751097651187,USR_67461,13,4986,31.02,1,mobile,iOS,Port Harcourt,Lagos,Port Harcourt,0,Kano North,31.53,69.38,wallet,Verve,5,1,10,2025-01-10 08:46:39,23,Tuesday,7,0,1,1,0
TXN_985365679257,USR_34392,1096,1852,91.61,1,tablet,Android,Port Harcourt,Kano,Lagos,0,Kano North,94.24,491.52,paypal,Verve,0,0,1,2025-07-28 07:40:12,23,Saturday,5,1,0,1,0
TXN_783286442412,USR_21386,13,4986,26.7,0,desktop,Linux,Port Harcourt,Lagos,Abuja,0,Kano North,18.22,390.93,wallet,Visa,2,0,1,2025-04-15 01:04:29,22,Friday,8,1,1,1,0
TXN_159649176012,USR_67682,1933,4986,94.6,1,mobile,MacOS,Port Harcourt,Ibadan,Kano,0,Lagos Mainland,2.01,100.69,wallet,Visa,0,1,8,2025-04-04 10:42:21,23,Saturday,6,1,1,1,0
TXN_750818562014,USR_12056,1958,46,98.46,0,tablet,iOS,Lagos,Kano,Lagos,0,Lagos Mainland,5.78,477.77,debit_card,,1,0,1,2025-03-22 08:17:27,1,Saturday,10,1,1,1,0
TXN_988466486067,USR_21967,13,4758,87.88,0,mobile,MacOS,Kano,Abuja,Abuja,0,Port Harcourt South,83.09,8.31,credit_card,Visa,0,0,10,2025-01-23 02:11:34,23,Sunday,2,1,1,1,0
TXN_297928247469,USR_37230,644,2356,5.36,0,mobile,Linux,Lagos,Port Harcourt,Abuja,0,Abuja Central,81.14,223.51,wallet,Visa,0,0,5,2025-06-10 12:08:05,23,Saturday,9,0,0,1,0
TXN_334145343653,USR_45092,850,46,71.06,1,mobile,Android,Abuja,Lagos,Kano,0,Abuja Central,2.01,401.73,credit_card,Mastercard,5,0,1,2025-08-26 19:29:11,6,Monday,3,1,0,0,0
TXN_936263022336,USR_10296,1484,4986,99.65,0,mobile,Android,Kano,Ibadan,Lagos,0,Abuja Central,33.42,355.87,wallet,Mastercard,0,1,3,2025-04-03 05:20:22,21,Monday,4,1,1,1,0
TXN_355815623016,USR_6191,305,3133,85.88,1,tablet,Windows,Kano,Abuja,Abuja,0,Kano North,98.68,119.67,paypal,Verve,1,1,6,2025-07-15 20:02:33,14,Tuesday,10,1,0,1,0
TXN_29971908398,USR_70998,13,4986,5.36,1,mobile,MacOS,Port Harcourt,Abuja,Port Harcourt,1,Kano North,2.01,5.48,bank_transfer,Visa,5,1,9,2025-01-16 05:22:31,12,Wednesday,0,1,1,1,0
TXN_297928247469,USR_89391,1958,46,99.65,0,mobile,Windows,Kano,Abuja,Abuja,1,Abuja Central,2.01,254.8,paypal,Visa,0,0,3,2025-08-09 09:48:53,0,Sunday,4,1,1,0,0
TXN_388541235149,USR_46565,13,4986,61.4,0,tablet,iOS,Port Harcourt,Lagos,Ibadan,1,Abuja Central,57.8,99.82,paypal,Verve,1,1,5,2025-04-14 05:24:11,12,Sunday,2,1,1,1,0
TXN_774872493448,USR_56291,268,4642,50.89,1,desktop,Windows,Lagos,Port Harcourt,Port Harcourt,0,Port Harcourt South,7.42,489.77,paypal,Verve,5,0,10,2025-03-14 16:46:03,23,Friday,8,1,0,1,1
TXN_813424162880,USR_20396,942,4986,99.65,1,tablet,Linux,Port Harcourt,Port Harcourt,Abuja,0,Kano North,17.86,195.23,bank_transfer,Verve,1,1,10,2025-05-10 04:48:26,23,Sunday,0,1,0,0,0
TXN_41516246444,USR_86981,978,2355,8.28,0,desktop,MacOS,Kano,Ibadan,Abuja,0,Lagos Island,2.01,143.46,bank_transfer,Visa,4,1,7,2025-04-02 02:24:35,0,Saturday,10,0,1,0,0
TXN_221198340362,USR_45395,13,46,5.36,0,desktop,Android,Abuja,Port Harcourt,Lagos,1,Kano North,23.82,431.87,bank_transfer,Mastercard,1,1,9,2025-05-17 06:10:47,12,Thursday,10,1,0,0,1
TXN_113318065960,USR_45092,401,4986,5.36,0,tablet,Android,Port Harcourt,Abuja,Ibadan,1,Abuja Central,41.32,117.04,paypal,,4,1,1,2025-05-29 07:45:06,19,Sunday,10,1,1,1,1
TXN_106437660522,USR_63020,1821,2460,58.82,0,tablet,Linux,Abuja,Abuja,Port Harcourt,0,Lagos Mainland,69.59,262.19,paypal,Verve,5,0,7,2025-08-03 07:55:50,23,Saturday,9,0,1,0,0
TXN_985365679257,USR_54819,939,3703,5.36,0,desktop,iOS,Kano,Kano,Abuja,1,Port Harcourt South,31.29,161.9,credit_card,Mastercard,0,0,0,2025-04-04 10:42:21,0,Thursday,4,1,1,0,0
TXN_603394749104,USR_54207,1292,4903,95.95,1,tablet,MacOS,Port Harcourt,Port Harcourt,Abuja,0,Kano North,98.68,5.48,wallet,Verve,1,1,2,2025-01-02 01:00:37,12,Wednesday,5,1,1,1,1
TXN_306708336217,USR_59185,13,46,85.41,1,desktop,Android,Port Harcourt,Port Harcourt,Port Harcourt,1,Lagos Island,2.01,254.68,bank_transfer,,2,1,10,2025-02-26 12:42:36,19,Tuesday,10,1,1,1,0
TXN_159649176012,USR_10296,859,46,37.89,0,desktop,Windows,Abuja,Lagos,Ibadan,0,Lagos Mainland,76.95,43.57,debit_card,Visa,5,0,6,2025-08-25 05:57:20,16,Tuesday,2,1,0,1,0
TXN_280893585681,USR_73196,1378,106,27.54,0,mobile,Linux,Port Harcourt,Kano,Ibadan,0,Kano North,16.75,491.52,bank_transfer,,3,0,0,2025-07-03 15:22:01,23,Friday,10,1,0,1,0
TXN_61768706664,USR_26249,1618,1950,30.27,1,tablet,MacOS,Port Harcourt,Port Harcourt,Kano,0,Kano North,8.93,491.52,paypal,,5,0,1,2025-07-28 05:51:14,17,Wednesday,6,1,1,1,0
TXN_953583212010,USR_79966,13,4986,99.65,1,mobile,MacOS,Ibadan,Port Harcourt,Ibadan,0,Port Harcourt South,10.58,75.44,credit_card,Verve,0,0,8,2025-05-14 14:09:04,23,Sunday,4,1,1,0,0
TXN_918994032496,USR_50145,13,4986,99.65,0,mobile,MacOS,Kano,Port Harcourt,Kano,1,Kano North,44.49,265.23,paypal,Verve,0,0,9,2025-07-15 17:49:25,17,Wednesday,7,1,0,1,0
TXN_225623888793,USR_31460,1281,4828,5.36,1,tablet,Windows,Abuja,Port Harcourt,Lagos,1,Abuja Central,2.01,491.52,debit_card,Verve,1,1,4,2025-05-10 12:12:33,20,Saturday,9,1,1,1,0
TXN_985365679257,USR_63020,1958,4986,25.39,1,desktop,MacOS,Port Harcourt,Port Harcourt,Ibadan,0,Port Harcourt South,68.67,5.48,paypal,Visa,0,0,0,2025-05-26 04:49:43,4,Thursday,9,1,1,0,0
TXN_78622335624,USR_31369,1958,4370,91.23,1,tablet,Windows,Kano,Port Harcourt,Port Harcourt,0,Port Harcourt South,30.7,412.8,wallet,Visa,0,0,0,2025-04-25 03:25:17,4,Monday,5,1,0,1,1
TXN_265845507070,USR_4123,1842,4240,71.7,0,mobile,iOS,Kano,Abuja,Kano,0,Kano North,44.8,122.89,wallet,Mastercard,4,1,0,2025-05-31 05:03:10,20,Sunday,5,1,1,1,0
TXN_726754552810,USR_37977,1380,679,70.01,1,desktop,Linux,Kano,Lagos,Abuja,0,Port Harcourt South,2.01,262.25,wallet,Mastercard,5,1,9,2025-05-31 05:03:10,15,Wednesday,10,1,0,1,0
TXN_666463925163,USR_37230,1541,4986,63.98,0,tablet,Linux,Abuja,Lagos,Abuja,1,Kano North,98.68,22.25,paypal,Amex,0,0,8,2025-04-02 06:03:55,11,Tuesday,5,1,0,1,1
TXN_978033343340,USR_90413,1958,754,72.64,1,tablet,Windows,Abuja,Abuja,Ibadan,0,Port Harcourt South,98.68,146.57,wallet,,4,0,5,2025-01-06 15:04:04,23,Saturday,8,1,1,1,0
TXN_437876471949,USR_66055,1650,4271,57.4,0,tablet,Android,Port Harcourt,Abuja,Ibadan,0,Lagos Island,17.94,218.75,wallet,Mastercard,5,0,7,2025-07-21 11:02:09,23,Tuesday,0,1,1,1,1
TXN_265845507070,USR_10335,13,4648,99.65,1,tablet,MacOS,Port Harcourt,Ibadan,Abuja,0,Port Harcourt South,29.98,5.48,wallet,Amex,1,1,9,2025-03-14 16:46:03,14,Sunday,0,1,1,0,0
TXN_159649176012,USR_70276,13,4205,98.45,1,desktop,Windows,Ibadan,Port Harcourt,Lagos,0,Lagos Island,89.83,126.85,paypal,Visa,1,0,3,2025-04-15 14:01:18,23,Wednesday,3,0,1,1,0
TXN_443480858648,USR_15008,13,3667,5.36,1,tablet,MacOS,Port Harcourt,Abuja,Kano,1,Port Harcourt South,50.18,5.48,bank_transfer,Amex,5,0,1,2025-05-05 14:46:34,18,Saturday,10,1,0,1,0
TXN_225623888793,USR_26249,1667,4711,23.08,1,tablet,MacOS,Ibadan,Kano,Abuja,1,Abuja Central,66.84,183.79,paypal,,5,0,1,2025-03-22 08:17:27,23,Wednesday,10,0,0,1,0
TXN_437041669129,USR_21401,156,2432,23.03,1,tablet,MacOS,Ibadan,Ibadan,Kano,0,Lagos Mainland,8.36,491.52,paypal,Verve,1,1,1,2025-01-04 15:24:28,23,Thursday,8,1,0,1,0
TXN_774872493448,USR_26249,13,2561,99.65,0,tablet,MacOS,Ibadan,Abuja,Lagos,0,Lagos Mainland,63.53,218.53,paypal,,0,0,3,2025-05-10 04:48:26,20,Tuesday,6,1,0,1,0
TXN_384545448929,USR_14808,13,3161,22.31,1,mobile,Windows,Port Harcourt,Port Harcourt,Port Harcourt,0,Lagos Mainland,28.7,14.58,wallet,,4,1,8,2025-01-21 12:47:49,15,Saturday,5,0,0,0,0
TXN_988466486067,USR_68215,886,4517,5.36,0,mobile,MacOS,Ibadan,Lagos,Lagos,1,Lagos Mainland,70.42,157.84,wallet,Verve,0,0,0,2025-05-10 12:12:33,21,Friday,9,1,1,1,0
TXN_972525231891,USR_42847,13,4209,55.37,1,mobile,iOS,Kano,Abuja,Abuja,1,Port Harcourt South,79.26,283.89,wallet,,1,1,5,2025-01-30 04:55:04,19,Tuesday,0,1,0,1,0
TXN_750818562014,USR_90740,1926,4986,83.72,0,desktop,MacOS,Kano,Port Harcourt,Port Harcourt,0,Lagos Mainland,94.26,468.04,wallet,Visa,5,1,8,2025-01-16 22:57:01,23,Sunday,7,1,1,1,0
TXN_78622335624,USR_14808,77,4508,99.65,0,tablet,MacOS,Kano,Port Harcourt,Ibadan,0,Lagos Mainland,2.01,73.07,paypal,Visa,1,0,3,2025-02-27 18:25:40,19,Friday,0,1,0,1,0
TXN_535114659362,USR_59185,1059,3185,72.9,1,tablet,Windows,Abuja,Abuja,Kano,0,Port Harcourt South,90.63,491.52,wallet,Verve,0,1,10,2025-01-19 12:37:13,23,Sunday,5,1,0,1,1
TXN_748695995463,USR_21386,13,46,64.2,0,tablet,Android,Port Harcourt,Lagos,Ibadan,0,Port Harcourt South,48.13,5.48,credit_card,Verve,3,0,10,2025-01-25 03:07:56,23,Saturday,2,0,1,1,0
TXN_384545448929,USR_12056,179,3727,99.65,0,tablet,Linux,Kano,Port Harcourt,Ibadan,0,Lagos Island,98.68,5.48,credit_card,Verve,5,0,10,2025-01-19 12:37:13,23,Friday,9,1,1,1,0
TXN_297928247469,USR_12056,75,4603,88.79,1,desktop,Linux,Port Harcourt,Ibadan,Abuja,0,Abuja Central,98.68,220.57,credit_card,,5,0,7,2025-05-17 06:10:47,19,Sunday,6,1,0,0,0
TXN_443480858648,USR_20396,1290,4986,5.36,0,mobile,MacOS,Kano,Abuja,Ibadan,0,Abuja Central,2.01,125.64,wallet,Visa,0,1,0,2025-04-04 10:42:21,20,Wednesday,5,1,1,0,0
TXN_29971908398,USR_19378,688,2010,76.45,1,desktop,iOS,Kano,Port Harcourt,Ibadan,0,Port Harcourt South,2.01,407.38,bank_transfer,Visa,4,0,9,2025-04-06 01:38:08,23,Wednesday,7,1,0,1,0
TXN_423122966995,USR_70276,156,4986,99.65,0,tablet,Android,Lagos,Abuja,Ibadan,0,Lagos Island,20.66,148.13,debit_card,Verve,1,1,8,2025-02-16 18:23:40,9,Tuesday,7,1,0,0,1
TXN_860946847962,USR_63020,13,4986,44.65,0,mobile,MacOS,Port Harcourt,Abuja,Kano,0,Port Harcourt South,60.4,58.25,wallet,Visa,5,0,6,2025-03-18 07:18:20,21,Sunday,0,1,1,1,1
TXN_751097651187,USR_53250,463,4986,5.36,1,mobile,Linux,Lagos,Abuja,Lagos,0,Port Harcourt South,98.68,5.48,paypal,Visa,0,0,8,2025-08-23 23:00:46,23,Wednesday,10,1,0,1,1
